ID_robustez,Categoria_real,Categoria_original_guardada,Transformacion,Texto_original,Texto_transformado,Categoria_predicha,Segunda_categoria,Puntuacion_ganadora,Puntuacion_segunda,Margen_decision,Terminos_activos,Longitud_caracteres,Longitud_palabras,Categoria_predicha_base,Margen_base,Terminos_base,Prediccion_estable,Prediccion_correcta,Cambio_margen,Cambio_terminos
497,backend,backend,Mayúsculas,your microservices aren t microservices your microservices aren t microservices you split your monolith into 12 services. you re doing microservices now. except every service calls.,YOUR MICROSERVICES AREN T MICROSERVICES YOUR MICROSERVICES AREN T MICROSERVICES YOU SPLIT YOUR MONOLITH INTO 12 SERVICES. YOU RE DOING MICROSERVICES NOW. EXCEPT EVERY SERVICE CALLS.,frontend,datascience,-0.40687843742609403,-0.595058099099796,0.18817966167370198,1,181,26,backend,1.9686685876677013,18,False,False,-1.7804889259939993,-17
497,backend,backend,Sin puntuación,your microservices aren t microservices your microservices aren t microservices you split your monolith into 12 services. you re doing microservices now. except every service calls.,your microservices aren t microservices your microservices aren t microservices you split your monolith into 12 services you re doing microservices now except every service calls,backend,datascience,1.1197863530518553,-0.8488822346158459,1.9686685876677013,18,178,26,backend,1.9686685876677013,18,True,True,0.0,0
497,backend,backend,Espacios irregulares,your microservices aren t microservices your microservices aren t microservices you split your monolith into 12 services. you re doing microservices now. except every service calls.,your   microservices   aren   t   microservices   your   microservices   aren   t   microservices   you   split   your   monolith   into   12   services.   you   re   doing   microservices   now.   except   every   service   calls.,backend,datascience,1.1197863530518553,-0.8488822346158459,1.9686685876677013,18,231,26,backend,1.9686685876677013,18,True,True,0.0,0
497,backend,backend,Errores tipográficos,your microservices aren t microservices your microservices aren t microservices you split your monolith into 12 services. you re doing microservices now. except every service calls.,your microservices aren t mircoservices your microservices aren t mircoservices you split your monolith into 12 sevrices. you re doing microservices now. execpt every service calls.,backend,datascience,1.025257586593685,-0.7156288342303265,1.7408864208240116,17,181,26,backend,1.9686685876677013,18,True,True,-0.22778216684368968,-1
497,backend,backend,Texto truncado,your microservices aren t microservices your microservices aren t microservices you split your monolith into 12 services. you re doing microservices now. except every service calls.,your microservices aren t microservices your microservices aren t microservices you split your,backend,datascience,0.42596052767677184,-0.7851216958286201,1.211082223505392,7,94,13,backend,1.9686685876677013,18,True,True,-0.7575863641623093,-11
497,backend,backend,Ruido web,your microservices aren t microservices your microservices aren t microservices you split your monolith into 12 services. you re doing microservices now. except every service calls.,your microservices aren t microservices your microservices aren t microservices you split your monolith into 12 services. you re doing microservices now. except every service calls. https://example.com #tech 🚀,backend,datascience,1.3463436177047172,-0.9679803321070295,2.3143239498117465,20,209,29,backend,1.9686685876677013,18,True,True,0.34565536214404524,2
49,backend,backend,Original,stop api floods: redis sliding window rate limits stop api floods: redis sliding window rate limits the fixed window vulnerability when protecting your saas api at smart tech devs rate limiting is. smart tech devs smart tech devs,stop api floods: redis sliding window rate limits stop api floods: redis sliding window rate limits the fixed window vulnerability when protecting your saas api at smart tech devs rate limiting is. smart tech devs smart tech devs,backend,frontend,1.1462069106481314,-0.9538254107164106,2.1000323213645418,32,229,38,backend,2.1000323213645418,32,True,True,0.0,0
49,backend,backend,Minúsculas,stop api floods: redis sliding window rate limits stop api floods: redis sliding window rate limits the fixed window vulnerability when protecting your saas api at smart tech devs rate limiting is. smart tech devs smart tech devs,stop api floods: redis sliding window rate limits stop api floods: redis sliding window rate limits the fixed window vulnerability when protecting your saas api at smart tech devs rate limiting is. smart tech devs smart tech devs,backend,frontend,1.1462069106481314,-0.9538254107164106,2.1000323213645418,32,229,38,backend,2.1000323213645418,32,True,True,0.0,0
49,backend,backend,Mayúsculas,stop api floods: redis sliding window rate limits stop api floods: redis sliding window rate limits the fixed window vulnerability when protecting your saas api at smart tech devs rate limiting is. smart tech devs smart tech devs,STOP API FLOODS: REDIS SLIDING WINDOW RATE LIMITS STOP API FLOODS: REDIS SLIDING WINDOW RATE LIMITS THE FIXED WINDOW VULNERABILITY WHEN PROTECTING YOUR SAAS API AT SMART TECH DEVS RATE LIMITING IS. SMART TECH DEVS SMART TECH DEVS,frontend,cloud,-0.4451063611691545,-0.7587329513838929,0.3136265902147384,0,229,38,backend,2.1000323213645418,32,False,False,-1.7864057311498034,-32
49,backend,backend,Sin puntuación,stop api floods: redis sliding window rate limits stop api floods: redis sliding window rate limits the fixed window vulnerability when protecting your saas api at smart tech devs rate limiting is. smart tech devs smart tech devs,stop api floods redis sliding window rate limits stop api floods redis sliding window rate limits the fixed window vulnerability when protecting your saas api at smart tech devs rate limiting is smart tech devs smart tech devs,backend,frontend,1.1462069106481314,-0.9538254107164106,2.1000323213645418,32,226,38,backend,2.1000323213645418,32,True,True,0.0,0
49,backend,backend,Espacios irregulares,stop api floods: redis sliding window rate limits stop api floods: redis sliding window rate limits the fixed window vulnerability when protecting your saas api at smart tech devs rate limiting is. smart tech devs smart tech devs,stop   api   floods:   redis   sliding   window   rate   limits   stop   api   floods:   redis   sliding   window   rate   limits   the   fixed   window   vulnerability   when   protecting   your   saas   api   at   smart   tech   devs   rate   limiting   is.   smart   tech   devs   smart   tech   devs,backend,frontend,1.1462069106481314,-0.9538254107164106,2.1000323213645418,32,303,38,backend,2.1000323213645418,32,True,True,0.0,0
49,backend,backend,Errores tipográficos,stop api floods: redis sliding window rate limits stop api floods: redis sliding window rate limits the fixed window vulnerability when protecting your saas api at smart tech devs rate limiting is. smart tech devs smart tech devs,stop api floods: redis sldiing window rate liimts stop api floods: redis sldiing window rate liimts the fixed window vunlerability when protecting your saas api at smart tech devs rate liimting is. smart tech devs smart tech devs,backend,frontend,1.3134765541261508,-0.9928231470540788,2.3062997011802295,23,229,38,backend,2.1000323213645418,32,True,True,0.20626737981568777,-9
49,backend,backend,Texto truncado,stop api floods: redis sliding window rate limits stop api floods: redis sliding window rate limits the fixed window vulnerability when protecting your saas api at smart tech devs rate limiting is. smart tech devs smart tech devs,stop api floods: redis sliding window rate limits stop api floods: redis sliding window rate limits the fixed window,backend,frontend,0.7440098800577678,-1.0625481765738582,1.806558056631626,14,116,19,backend,2.1000323213645418,32,True,True,-0.2934742647329158,-18
49,backend,backend,Ruido web,stop api floods: redis sliding window rate limits stop api floods: redis sliding window rate limits the fixed window vulnerability when protecting your saas api at smart tech devs rate limiting is. smart tech devs smart tech devs,stop api floods: redis sliding window rate limits stop api floods: redis sliding window rate limits the fixed window vulnerability when protecting your saas api at smart tech devs rate limiting is. smart tech devs smart tech devs https://example.com #tech 🚀,backend,frontend,1.2589041279799011,-1.0006648703292331,2.2595689983091343,33,257,41,backend,2.1000323213645418,32,True,True,0.1595366769445925,1
627,backend,backend,Original,web developer travis mccracken on a case study in backend rewrite in rust web developer travis mccracken on a case study in backend rewrite in rust exploring the power of backend development with rust and go: insights from web developer travis. the power of backend development the power of backend development,web developer travis mccracken on a case study in backend rewrite in rust web developer travis mccracken on a case study in backend rewrite in rust exploring the power of backend development with rust and go: insights from web developer travis. the power of backend development the power of backend development,backend,datascience,1.840303474023791,-1.0406638755492787,2.8809673495730697,48,310,51,backend,2.8809673495730697,48,True,True,0.0,0
627,backend,backend,Minúsculas,web developer travis mccracken on a case study in backend rewrite in rust web developer travis mccracken on a case study in backend rewrite in rust exploring the power of backend development with rust and go: insights from web developer travis. the power of backend development the power of backend development,web developer travis mccracken on a case study in backend rewrite in rust web developer travis mccracken on a case study in backend rewrite in rust exploring the power of backend development with rust and go: insights from web developer travis. the power of backend development the power of backend development,backend,datascience,1.840303474023791,-1.0406638755492787,2.8809673495730697,48,310,51,backend,2.8809673495730697,48,True,True,0.0,0
627,backend,backend,Mayúsculas,web developer travis mccracken on a case study in backend rewrite in rust web developer travis mccracken on a case study in backend rewrite in rust exploring the power of backend development with rust and go: insights from web developer travis. the power of backend development the power of backend development,WEB DEVELOPER TRAVIS MCCRACKEN ON A CASE STUDY IN BACKEND REWRITE IN RUST WEB DEVELOPER TRAVIS MCCRACKEN ON A CASE STUDY IN BACKEND REWRITE IN RUST EXPLORING THE POWER OF BACKEND DEVELOPMENT WITH RUST AND GO: INSIGHTS FROM WEB DEVELOPER TRAVIS. THE POWER OF BACKEND DEVELOPMENT THE POWER OF BACKEND DEVELOPMENT,frontend,cloud,-0.4451063611691545,-0.7587329513838929,0.3136265902147384,0,310,51,backend,2.8809673495730697,48,False,False,-2.5673407593583315,-48
627,backend,backend,Sin puntuación,web developer travis mccracken on a case study in backend rewrite in rust web developer travis mccracken on a case study in backend rewrite in rust exploring the power of backend development with rust and go: insights from web developer travis. the power of backend development the power of backend development,web developer travis mccracken on a case study in backend rewrite in rust web developer travis mccracken on a case study in backend rewrite in rust exploring the power of backend development with rust and go insights from web developer travis the power of backend development the power of backend development,backend,datascience,1.840303474023791,-1.0406638755492787,2.8809673495730697,48,308,51,backend,2.8809673495730697,48,True,True,0.0,0
627,backend,backend,Espacios irregulares,web developer travis mccracken on a case study in backend rewrite in rust web developer travis mccracken on a case study in backend rewrite in rust exploring the power of backend development with rust and go: insights from web developer travis. the power of backend development the power of backend development,web   developer   travis   mccracken   on   a   case   study   in   backend   rewrite   in   rust   web   developer   travis   mccracken   on   a   case   study   in   backend   rewrite   in   rust   exploring   the   power   of   backend   development   with   rust   and   go:   insights   from   web   developer   travis.   the   power   of   backend   development   the   power   of   backend   development,backend,datascience,1.840303474023791,-1.0406638755492787,2.8809673495730697,48,410,51,backend,2.8809673495730697,48,True,True,0.0,0
627,backend,backend,Errores tipográficos,web developer travis mccracken on a case study in backend rewrite in rust web developer travis mccracken on a case study in backend rewrite in rust exploring the power of backend development with rust and go: insights from web developer travis. the power of backend development the power of backend development,web developer trvais mccracken on a case study in bakcend rewrite in rust web deevloper travis mcrcacken on a case study in backend rerwite in rust exploring the power of bakcend development with rust and go: inisghts from web developer trvais. the power of backend deevlopment the power of backend deevlopment,backend,datascience,1.312434207164972,-0.9354970258841744,2.2479312330491465,40,310,51,backend,2.8809673495730697,48,True,True,-0.6330361165239231,-8
627,backend,backend,Texto truncado,web developer travis mccracken on a case study in backend rewrite in rust web developer travis mccracken on a case study in backend rewrite in rust exploring the power of backend development with rust and go: insights from web developer travis. the power of backend development the power of backend development,web developer travis mccracken on a case study in backend rewrite in rust web developer travis mccracken on a case study in backend rewrite in,backend,datascience,1.2302484306920634,-1.1154750912111837,2.3457235219032473,23,142,25,backend,2.8809673495730697,48,True,True,-0.5352438276698224,-25
627,backend,backend,Ruido web,web developer travis mccracken on a case study in backend rewrite in rust web developer travis mccracken on a case study in backend rewrite in rust exploring the power of backend development with rust and go: insights from web developer travis. the power of backend development the power of backend development,web developer travis mccracken on a case study in backend rewrite in rust web developer travis mccracken on a case study in backend rewrite in rust exploring the power of backend development with rust and go: insights from web developer travis. the power of backend development the power of backend development https://example.com #tech 🚀,backend,datascience,1.973524169721172,-1.1017081438207668,3.075232313541939,50,338,54,backend,2.8809673495730697,48,True,True,0.19426496396886916,2
713,backend,backend,Original,testing password reset emails in postgresql-backed rest apis testing password reset emails in postgresql-backed rest apis a backend-focused guide to testing password reset emails with isolated inboxes token supersession checks and postgresql-friendly assertions.,testing password reset emails in postgresql-backed rest apis testing password reset emails in postgresql-backed rest apis a backend-focused guide to testing password reset emails with isolated inboxes token supersession checks and postgresql-friendly assertions.,backend,cloud,0.8860959399729457,-0.8714598426271278,1.7575557826000736,26,262,33,backend,1.7575557826000736,26,True,True,0.0,0
713,backend,backend,Minúsculas,testing password reset emails in postgresql-backed rest apis testing password reset emails in postgresql-backed rest apis a backend-focused guide to testing password reset emails with isolated inboxes token supersession checks and postgresql-friendly assertions.,testing password reset emails in postgresql-backed rest apis testing password reset emails in postgresql-backed rest apis a backend-focused guide to testing password reset emails with isolated inboxes token supersession checks and postgresql-friendly assertions.,backend,cloud,0.8860959399729457,-0.8714598426271278,1.7575557826000736,26,262,33,backend,1.7575557826000736,26,True,True,0.0,0
713,backend,backend,Mayúsculas,testing password reset emails in postgresql-backed rest apis testing password reset emails in postgresql-backed rest apis a backend-focused guide to testing password reset emails with isolated inboxes token supersession checks and postgresql-friendly assertions.,TESTING PASSWORD RESET EMAILS IN POSTGRESQL-BACKED REST APIS TESTING PASSWORD RESET EMAILS IN POSTGRESQL-BACKED REST APIS A BACKEND-FOCUSED GUIDE TO TESTING PASSWORD RESET EMAILS WITH ISOLATED INBOXES TOKEN SUPERSESSION CHECKS AND POSTGRESQL-FRIENDLY ASSERTIONS.,frontend,cloud,-0.4451063611691545,-0.7587329513838929,0.3136265902147384,0,262,33,backend,1.7575557826000736,26,False,False,-1.4439291923853352,-26
713,backend,backend,Sin puntuación,testing password reset emails in postgresql-backed rest apis testing password reset emails in postgresql-backed rest apis a backend-focused guide to testing password reset emails with isolated inboxes token supersession checks and postgresql-friendly assertions.,testing password reset emails in postgresql backed rest apis testing password reset emails in postgresql backed rest apis a backend focused guide to testing password reset emails with isolated inboxes token supersession checks and postgresql friendly assertions,backend,cloud,1.549888472474334,-1.1597127276053576,2.7096012000796916,31,261,37,backend,1.7575557826000736,26,True,True,0.952045417479618,5
713,backend,backend,Espacios irregulares,testing password reset emails in postgresql-backed rest apis testing password reset emails in postgresql-backed rest apis a backend-focused guide to testing password reset emails with isolated inboxes token supersession checks and postgresql-friendly assertions.,testing   password   reset   emails   in   postgresql-backed   rest   apis   testing   password   reset   emails   in   postgresql-backed   rest   apis   a   backend-focused   guide   to   testing   password   reset   emails   with   isolated   inboxes   token   supersession   checks   and   postgresql-friendly   assertions.,backend,cloud,0.8860959399729457,-0.8714598426271278,1.7575557826000736,26,326,33,backend,1.7575557826000736,26,True,True,0.0,0
713,backend,backend,Errores tipográficos,testing password reset emails in postgresql-backed rest apis testing password reset emails in postgresql-backed rest apis a backend-focused guide to testing password reset emails with isolated inboxes token supersession checks and postgresql-friendly assertions.,testing password reset emails in potsgresql-backed rest apis testing password reset emails in potsgresql-backed rest apis a backend-focused guide to tetsing password reset emials with isolated inobxes token supersession chceks and postgresql-friendly asesrtions.,backend,cloud,0.9224928910043894,-0.858527073960814,1.7810199649652034,22,262,33,backend,1.7575557826000736,26,True,True,0.023464182365129815,-4
713,backend,backend,Texto truncado,testing password reset emails in postgresql-backed rest apis testing password reset emails in postgresql-backed rest apis a backend-focused guide to testing password reset emails with isolated inboxes token supersession checks and postgresql-friendly assertions.,testing password reset emails in postgresql-backed rest apis testing password reset emails in postgresql-backed rest apis,backend,cloud,0.9851432704108701,-0.9753221516951163,1.9604654221059863,11,121,16,backend,1.7575557826000736,26,True,True,0.20290963950591268,-15
713,backend,backend,Ruido web,testing password reset emails in postgresql-backed rest apis testing password reset emails in postgresql-backed rest apis a backend-focused guide to testing password reset emails with isolated inboxes token supersession checks and postgresql-friendly assertions.,testing password reset emails in postgresql-backed rest apis testing password reset emails in postgresql-backed rest apis a backend-focused guide to testing password reset emails with isolated inboxes token supersession checks and postgresql-friendly assertions. https://example.com #tech 🚀,backend,cloud,1.0621361659495698,-0.928389842220023,1.9905260081695928,28,290,36,backend,1.7575557826000736,26,True,True,0.23297022556951918,2
560,backend,backend,Original,the life of a single api request the life of a single api request the life of a single api request follow one request from your keyboard to. the life of a single api request follow the life of a single api request follow,the life of a single api request the life of a single api request the life of a single api request follow one request from your keyboard to. the life of a single api request follow the life of a single api request follow,backend,cloud,-0.12651179879199792,-0.2720987945445243,0.14558699575252637,19,220,44,backend,0.14558699575252637,19,True,True,0.0,0
560,backend,backend,Minúsculas,the life of a single api request the life of a single api request the life of a single api request follow one request from your keyboard to. the life of a single api request follow the life of a single api request follow,the life of a single api request the life of a single api request the life of a single api request follow one request from your keyboard to. the life of a single api request follow the life of a single api request follow,backend,cloud,-0.12651179879199792,-0.2720987945445243,0.14558699575252637,19,220,44,backend,0.14558699575252637,19,True,True,0.0,0
560,backend,backend,Mayúsculas,the life of a single api request the life of a single api request the life of a single api request follow one request from your keyboard to. the life of a single api request follow the life of a single api request follow,THE LIFE OF A SINGLE API REQUEST THE LIFE OF A SINGLE API REQUEST THE LIFE OF A SINGLE API REQUEST FOLLOW ONE REQUEST FROM YOUR KEYBOARD TO. THE LIFE OF A SINGLE API REQUEST FOLLOW THE LIFE OF A SINGLE API REQUEST FOLLOW,frontend,cloud,-0.4451063611691545,-0.7587329513838929,0.3136265902147384,0,220,44,backend,0.14558699575252637,19,False,False,0.168039594462212,-19
560,backend,backend,Sin puntuación,the life of a single api request the life of a single api request the life of a single api request follow one request from your keyboard to. the life of a single api request follow the life of a single api request follow,the life of a single api request the life of a single api request the life of a single api request follow one request from your keyboard to the life of a single api request follow the life of a single api request follow,backend,cloud,-0.12651179879199792,-0.2720987945445243,0.14558699575252637,19,219,44,backend,0.14558699575252637,19,True,True,0.0,0
560,backend,backend,Espacios irregulares,the life of a single api request the life of a single api request the life of a single api request follow one request from your keyboard to. the life of a single api request follow the life of a single api request follow,the   life   of   a   single   api   request   the   life   of   a   single   api   request   the   life   of   a   single   api   request   follow   one   request   from   your   keyboard   to.   the   life   of   a   single   api   request   follow   the   life   of   a   single   api   request   follow,backend,cloud,-0.12651179879199792,-0.2720987945445243,0.14558699575252637,19,306,44,backend,0.14558699575252637,19,True,True,0.0,0
560,backend,backend,Errores tipográficos,the life of a single api request the life of a single api request the life of a single api request follow one request from your keyboard to. the life of a single api request follow the life of a single api request follow,the life of a single api reuqest the life of a single api reuqest the life of a single api reuqest follow one reuqest from your keyboard to. the life of a signle api request follow the life of a single api reuqest follow,cloud,backend,-0.15468457621045328,-0.4221642094073004,0.2674796331968471,18,220,44,backend,0.14558699575252637,19,False,False,0.12189263744432072,-1
560,backend,backend,Texto truncado,the life of a single api request the life of a single api request the life of a single api request follow one request from your keyboard to. the life of a single api request follow the life of a single api request follow,the life of a single api request the life of a single api request the life of a single api request follow,backend,cloud,-0.12100118422627248,-0.2423712533273884,0.12137006910111592,11,105,22,backend,0.14558699575252637,19,True,True,-0.024216926651410453,-8
560,backend,backend,Ruido web,the life of a single api request the life of a single api request the life of a single api request follow one request from your keyboard to. the life of a single api request follow the life of a single api request follow,the life of a single api request the life of a single api request the life of a single api request follow one request from your keyboard to. the life of a single api request follow the life of a single api request follow https://example.com #tech 🚀,backend,cloud,0.06946040624279559,-0.3408356849136889,0.41029609115648447,21,248,47,backend,0.14558699575252637,19,True,True,0.2647090954039581,2
625,backend,backend,Original,postgresql best practices for backend developers postgresql best practices for backend developers design your database schema carefully a well-designed schema is the foundation of a successful.,postgresql best practices for backend developers postgresql best practices for backend developers design your database schema carefully a well-designed schema is the foundation of a successful.,backend,datascience,1.7001594573877616,-1.3546468888822427,3.0548063462700044,26,193,26,backend,3.0548063462700044,26,True,True,0.0,0
625,backend,backend,Minúsculas,postgresql best practices for backend developers postgresql best practices for backend developers design your database schema carefully a well-designed schema is the foundation of a successful.,postgresql best practices for backend developers postgresql best practices for backend developers design your database schema carefully a well-designed schema is the foundation of a successful.,backend,datascience,1.7001594573877616,-1.3546468888822427,3.0548063462700044,26,193,26,backend,3.0548063462700044,26,True,True,0.0,0
625,backend,backend,Mayúsculas,postgresql best practices for backend developers postgresql best practices for backend developers design your database schema carefully a well-designed schema is the foundation of a successful.,POSTGRESQL BEST PRACTICES FOR BACKEND DEVELOPERS POSTGRESQL BEST PRACTICES FOR BACKEND DEVELOPERS DESIGN YOUR DATABASE SCHEMA CAREFULLY A WELL-DESIGNED SCHEMA IS THE FOUNDATION OF A SUCCESSFUL.,frontend,cloud,-0.4451063611691545,-0.7587329513838929,0.3136265902147384,0,193,26,backend,3.0548063462700044,26,False,False,-2.741179756055266,-26
625,backend,backend,Sin puntuación,postgresql best practices for backend developers postgresql best practices for backend developers design your database schema carefully a well-designed schema is the foundation of a successful.,postgresql best practices for backend developers postgresql best practices for backend developers design your database schema carefully a well designed schema is the foundation of a successful,backend,datascience,1.7227334192920636,-1.3365211355977034,3.059254554889767,28,192,27,backend,3.0548063462700044,26,True,True,0.004448208619762806,2
625,backend,backend,Espacios irregulares,postgresql best practices for backend developers postgresql best practices for backend developers design your database schema carefully a well-designed schema is the foundation of a successful.,postgresql   best   practices   for   backend   developers   postgresql   best   practices   for   backend   developers   design   your   database   schema   carefully   a   well-designed   schema   is   the   foundation   of   a   successful.,backend,datascience,1.7001594573877616,-1.3546468888822427,3.0548063462700044,26,243,26,backend,3.0548063462700044,26,True,True,0.0,0
625,backend,backend,Errores tipográficos,postgresql best practices for backend developers postgresql best practices for backend developers design your database schema carefully a well-designed schema is the foundation of a successful.,postgresql best prcatices for backend deevlopers postgresql best prcatices for backend deevlopers design your daatbase schema caerfully a well-designed scehma is the foundation of a successful.,backend,datascience,1.7124114198794995,-0.9657643129886428,2.6781757328681426,18,193,26,backend,3.0548063462700044,26,True,True,-0.37663061340186177,-8
625,backend,backend,Texto truncado,postgresql best practices for backend developers postgresql best practices for backend developers design your database schema carefully a well-designed schema is the foundation of a successful.,postgresql best practices for backend developers postgresql best practices for backend developers design,backend,frontend,1.3907076080887104,-0.9539789706130127,2.3446865787017233,11,104,13,backend,3.0548063462700044,26,True,True,-0.7101197675682811,-15
625,backend,backend,Ruido web,postgresql best practices for backend developers postgresql best practices for backend developers design your database schema carefully a well-designed schema is the foundation of a successful.,postgresql best practices for backend developers postgresql best practices for backend developers design your database schema carefully a well-designed schema is the foundation of a successful. https://example.com #tech 🚀,backend,datascience,1.8827301218565036,-1.438022763193147,3.3207528850496506,28,221,29,backend,3.0548063462700044,26,True,True,0.26594653877964625,2
153,backend,backend,Original,building a crud api in go building a crud api in go previously we built a simple task api that could create and retrieve tasks. if you have been. api api,building a crud api in go building a crud api in go previously we built a simple task api that could create and retrieve tasks. if you have been. api api,backend,datascience,2.393894446773815,-1.3072733980016151,3.70116784477543,31,153,31,backend,3.70116784477543,31,True,True,0.0,0
153,backend,backend,Minúsculas,building a crud api in go building a crud api in go previously we built a simple task api that could create and retrieve tasks. if you have been. api api,building a crud api in go building a crud api in go previously we built a simple task api that could create and retrieve tasks. if you have been. api api,backend,datascience,2.393894446773815,-1.3072733980016151,3.70116784477543,31,153,31,backend,3.70116784477543,31,True,True,0.0,0
